trial_id,recognize_zscore_mean,understand_zscore_mean,meaning_match_zscore_mean,natural_zscore_mean
1.0,0.3100849076426553,0.30989467584127695,0.5275814907565357,0.44869401611451626
2.0,0.19239877373551018,0.09977302303827772,0.23309208780722895,-0.32606405611253503
3.0,0.39060699926333353,0.30547106209805586,0.46093388903642946,0.6778874204212483
4.0,0.41469480444900647,0.30055593571669914,-0.03849258380157624,0.5169677159659423
5.0,0.17381675259227675,0.1727626498014248,0.11994615930565315,-0.7563289746270135
6.0,-2.210875960789348,-2.2209038979192908,-1.6779891429111673,-0.10952550235034642
7.0,-0.30776729536985653,-0.4465432742495201,-0.06139731514207789,0.34183083373837125
8.0,-2.0142162370234606,-1.745477127940788,-1.5632932701835425,-0.6199378076469337
9.0,-1.0138840988127271,-0.5666127901369482,-0.7976208225153449,0.07467287779800875
10.0,0.22182030721229645,0.1727626498014248,-0.4736824792711074,0.5288414028966251
11.0,-0.9411045160017295,-0.38189045800244337,-0.8720181453656961,-0.44698818353817277
12.0,-0.6314041636145056,-0.8200928792326297,-0.23809095691166196,-0.13905348695428127
13.0,-0.6019826301377192,-0.6443048298288134,-0.14974413602686992,-0.4062114428946438
14.0,0.33950644111944156,0.09977302303827772,0.43923466987174364,0.5288414028966251
15.0,0.280663374165869,0.22584601472007723,0.3803367892818823,0.047957082203972504
16.0,0.19239877373551018,0.01572436191707806,0.20364314751229826,0.101388673392045
17.0,-0.0723950275555663,-0.0683242992041216,0.08584738633257552,-0.5932220120528975
18.0,-1.4675951150600102,-1.2269951275178028,-1.9569791035999846,-0.5313538538351293
19.0,-1.312744938866398,-1.347064643405231,-1.8639824500370452,-0.8969384251219411
20.0,-2.2495885048377504,-2.2209038979192908,-1.798884792542988,-0.6199378076469337
21.0,-2.2495885048377504,-2.715857124521911,-1.8872316134277802,-0.753516785617115
22.0,0.28801875753506556,0.18382168415947742,-0.819707527736543,0.5021256073025887
23.0,0.218551247937098,0.11378113322514435,-0.26753989720659266,0.27949397735228665
24.0,0.17381675259227677,0.17276264980142483,0.18194392834761247,0.4247904095303785
25.0,-0.13588359979494719,-0.16638107051218787,-1.5539936048272487,0.4247904095303785
26.0,-1.7101937244300023,-1.637232640133182,-1.151008106054513,-0.2548219345284383
27.0,-1.6534153264923446,-1.4271109873301828,-1.1200092215335333,-0.615719524132086
28.0,0.4215770345020559,0.1727626498014248,0.46093388903642946,0.5372779699263206
29.0,0.4525470697407783,0.17276264980142483,0.46093388903642946,-0.27825684294425956
30.0,-2.24184599602807,-2.897962556951177,-1.708988027432147,-0.5594757439341148
31.0,-2.2495885048377504,-2.6318084634007115,-1.6810890313632654,-0.64665360324097
32.0,-1.1544536476462615,-1.3430623262089831,-0.6929134792444802,-0.6110325424489216
33.0,-0.690247230568078,-0.74318560761846,-0.38533565838631534,-0.9939589459634413
34.0,0.39060699926333353,0.2612349246658455,0.21294281286859215,0.3685466293324075
35.0,0.33950644111944156,0.30989467584127695,0.46868361016667437,-0.5665062164588612
36.0,0.08090664687610954,0.04005423750479376,0.3369383509525108,0.08732772834255223
37.0,-0.19008116146271142,-0.22536258708846835,0.026949505742714132,-0.6733693988350062
38.0,0.25124184068908273,0.14179735359887755,0.17419420721736756,0.23496765136222625
39.0,0.11187668211483195,0.08429037493700413,0.1509450438266328,-0.9250603152209266
40.0,0.17381675259227672,0.17276264980142483,0.2749405819105515,-0.8688165350229555
41.0,-0.010282901326795275,-0.0015797741961100966,-0.07121362857372145,-1.1750326716563535
42.0,0.4277710415498004,0.30989467584127695,0.5275814907565357,0.742567767648915
43.0,0.4277710415498004,0.2678703452806771,0.40978572957681303,0.315115038144335
44.0,0.3100849076426553,0.14179735359887755,0.3803367892818823,0.5021256073025888
45.0,0.4525470697407783,0.3939433369624766,0.49193277355740905,0.7060093105202337
46.0,0.33950644111944156,0.1417973535988776,0.3508878489869517,0.5021256073025888
47.0,0.4277710415498004,0.30989467584127695,0.5570304310514664,0.7158519720548787
48.0,0.28801875753506556,0.18382168415947742,0.3582500840606843,0.63570458527277
49.0,0.36892797459622784,0.14179735359887755,0.3803367892818823,0.6624203808668063
50.0,-0.24892422841628398,-0.13689031222404763,0.2919899683970903,0.4754098117085525
51.0,0.25124184068908273,-0.06832429920412161,0.26254102810215957,-0.05890610017217248
52.0,0.280663374165869,0.1838216841594774,0.26254102810215957,0.6357045852727701
53.0,0.280663374165869,0.09977302303827774,0.14474526692243686,0.23496765136222625
54.0,0.25124184068908273,0.1838216841594774,0.3508878489869517,0.5555571984906613
55.0,0.33950644111944156,0.30989467584127695,0.49813255046160504,0.6357045852727701
56.0,0.36892797459622784,0.35191900640187673,0.49813255046160504,0.6624203808668062
57.0,0.29769689354716633,0.34970719953026624,0.5539305425993684,0.7341312006192193
58.0,0.349313618945037,0.16047483384803307,0.38688099823631134,0.4575992813125283
59.0,0.3100849076426553,0.22584601472007723,0.46868361016667437,0.742567767648915
60.0,0.4277710415498004,0.2678703452806771,-0.26753989720659266,0.6624203808668063
61.0,0.349313618945037,0.20716853447092176,0.45232308778060176,0.27949397735228665
62.0,0.31662302619305227,0.16047483384803307,0.38688099823631134,0.10138867339204499
63.0,0.4525470697407783,0.30547106209805586,0.5539305425993684,0.5935217501242916
64.0,0.3983495080730141,0.2678703452806771,0.40978572957681303,0.31511503814433495
65.0,0.3983495080730141,0.1838216841594774,0.23309208780722895,0.5822729940846976
66.0,0.4525470697407783,0.30547106209805586,0.49193277355740905,0.5653998600253062
67.0,0.41469480444900647,0.3472496363395879,0.5177651773248921,0.665388802599477
68.0,0.36892797459622784,0.30989467584127695,0.46868361016667437,0.315115038144335
69.0,0.36892797459622784,0.30989467584127695,0.49813255046160504,0.20825185576819
70.0,0.218551247937098,0.11378113322514435,0.3541599534641662,-0.7891378464091633
71.0,0.4277710415498004,0.30989467584127695,0.5275814907565357,-0.4863588296767524
72.0,0.16470791869853485,0.1467413924883599,0.40805343897122887,0.39997697709009716
73.0,0.36892797459622784,0.1838216841594774,0.40978572957681303,0.5288414028966251
74.0,0.4215770345020559,0.34970719953026624,0.49193277355740905,0.7341312006192193
75.0,0.3212931108719072,0.15380430518762037,0.1671825547661936,0.5212083184411861
76.0,0.25124184068908273,0.09977302303827774,-0.7387229419254835,0.44869401611451626
77.0,0.33950644111944156,0.30989467584127695,0.49813255046160504,0.7158519720548787
78.0,0.10413417330515136,0.17276264980142483,0.29198996839709024,0.23496765136222625
79.0,-1.6611578353020253,-1.2870298854615168,-1.5632932701835425,-0.2993482605184987
80.0,0.218551247937098,0.16047483384803307,0.19055472960344014,-0.3141903691818522
81.0,0.3983495080730141,0.35191900640187673,0.46868361016667437,-0.16576928254831752
82.0,0.29769689354716633,0.12852651236921445,0.3369383509525108,0.19981528873849433
83.0,0.13355570678193762,0.015724361917078086,0.17419420721736756,-1.4481274710620575
